,0
157,0.0
158,1.1466069
159,0.0
160,2.2504177
161,0.77290255
162,0.73290986
163,1.5891292
164,1.0379304
165,1.6301296
166,2.0636425
167,1.5679078
168,1.6688228
169,0.7571911
170,1.4935372
171,0.5752818
172,0.4275761
173,0.7797334
174,1.0308824
175,0.35522103
176,1.1753865
177,1.0596367
178,0.7342851
179,1.0284538
180,0.67764777
181,1.4579633
182,0.3709779
183,0.18034716
184,2.687478
185,1.3490152
186,1.1446382
187,1.1094899
188,0.8517273
189,0.061212737
190,1.5593102
191,1.1216779
192,1.6688228
193,0.7571911
194,1.4935372
195,0.5752818
196,0.4275761
197,0.7797334
198,1.0308824
199,0.35522103
200,1.1753865
201,1.0596367
202,0.7342851
203,1.0284538
204,0.67764777
205,1.4579633
206,0.3709779
207,0.18034716
208,2.687478
209,1.3490152
210,1.1446382
211,1.1094899
212,0.8517273
213,0.061212737
214,1.5592964
215,1.121688
216,1.6688228
217,0.7571911
218,1.4935372
219,0.5752818
220,0.4275761
221,0.7797334
222,1.0308684
223,0.35522988
224,1.1753865
225,1.0596367
226,0.7342851
227,1.0284538
228,0.67764777
229,1.4579633
230,0.3709779
231,0.18034716
232,2.687478
233,1.3490152
234,1.1446382
235,1.1094899
236,0.8517273
237,0.061212737
238,1.5592964
239,1.121688
240,1.6688228
241,0.7571911
242,1.4935372
243,0.5752818
244,0.4275761
245,0.7797334
246,1.0308824
247,0.35522103
248,1.1753865
249,1.0596367
250,0.7342851
251,1.0284538
252,0.67764777
253,1.4579633
254,0.37097663
255,0.180356
256,2.687478
257,1.3490152
258,1.1446382
259,1.1094899
260,0.8517273
261,0.061212737
262,1.5592964
263,1.121688
264,1.6688228
265,0.7571911
266,1.4935372
267,0.5752818
268,0.4275761
269,0.7797334
270,1.0308824
271,0.35522103
272,1.1753865
273,1.0596367
274,0.7342851
275,1.0284538
276,0.67764777
277,1.4579633
278,0.3709779
279,0.18034716
280,2.687478
281,1.3490152
282,1.1446382
283,1.1094899
284,0.8517273
285,0.061212737
286,1.5593102
287,1.1216779
288,1.7224735
289,1.5889044
290,1.0458663
291,1.1071914
292,1.4178141
293,1.3302376
294,1.2309089
295,0.37286842
296,0.998477
297,0.5597825
298,1.1034937
299,0.5659542
300,0.6748783
301,1.0178444
302,0.45355466
303,0.87280464
304,1.3710397
305,1.6800042
306,1.2135658
307,2.3038359
308,2.2701223
309,2.102246
310,1.8630236
311,1.9340969
312,1.8221129
313,1.1525337
314,0.5249222
315,0.75396067
316,1.060801
317,0.87039006
318,1.2864664
319,0.0
320,0.96536064
321,0.8661746
322,0.9937071
323,0.3254551
324,0.009535957
325,0.0
326,1.1465918
327,0.0
328,2.2504177
329,0.77290255
330,0.73290986
331,1.5891292
332,1.0379304
333,1.6301296
334,2.0636425
335,1.5679078
336,2.6453915
337,1.2312763
338,1.3272939
339,1.4160069
340,2.109601
341,0.92118657
342,0.43730906
343,0.1702707
344,0.27891695
345,0.4170248
346,0.5105052
347,0.32993957
348,0.0
349,0.040389217
350,0.0
351,0.06956412
352,0.0
353,0.0
354,1.7272332
355,0.82773525
356,0.14193308
357,1.0336645
358,1.2739488
359,0.48249972
360,1.8689289
361,0.5877337
362,0.2681939
363,1.2791039
364,1.1672348
365,0.5663343
366,0.95909804
367,0.29396284
368,0.93656206
369,0.0
370,0.85438436
371,0.052000076
372,0.0
373,0.6028642
374,0.0
375,0.09705813
376,0.92446756
377,2.070438
378,1.7300735
379,1.4899468
380,1.0188218
381,1.1061482
382,1.4900807
383,0.95022255
384,1.8486459
385,0.7846586
386,0.4068132
387,1.3281918
388,1.3341879
389,0.71879977
390,1.0929613
391,0.8714016
392,0.95694107
393,1.1409228
394,0.49755698
395,0.0002753064
396,0.0
397,0.4427432
398,0.8097355
399,1.2021886
400,1.0623884
401,2.5102134
402,2.8672783
403,1.9407536
404,1.7424849
405,0.93924695
406,1.3334428
407,1.5078418
408,2.2611988
409,0.6327097
410,0.040879212
411,1.8442688
412,1.4757938
413,0.81942296
414,0.35615683
415,0.0
416,0.89980996
417,0.0
418,0.76227796
419,0.20817459
420,0.23694536
421,0.61060184
422,0.2049833
423,1.3742223
424,0.5109207
425,1.485052
426,1.9553928
427,2.6183736
428,0.714338
429,3.0293365
430,1.3853645
431,1.4652287
432,1.721885
433,0.34344095
434,0.5227841
435,0.7659706
436,1.2712829
437,0.6745651
438,0.44791973
439,0.9328404
440,1.2310137
441,0.46734905
442,0.7495078
443,0.0
444,0.36737996
445,0.653686
446,0.5128807
447,0.49638122
448,0.61922723
449,1.5940076
450,2.602508
451,2.1102993
452,0.7085743
453,1.9689674
454,1.4446754
455,0.69870746
456,1.7224735
457,1.5889044
458,1.0458663
459,1.1071914
460,1.4178141
461,1.3302376
462,1.2309089
463,0.37286842
464,0.998477
465,0.5597825
466,1.1034937
467,0.5659542
468,0.6748783
469,1.0178444
470,0.45355466
471,0.87280464
472,1.3710397
473,1.6800042
474,1.2135658
475,2.3038359
476,2.2701223
477,2.102246
478,1.8630148
479,1.9340969
480,1.8221129
481,1.1525337
482,0.5249222
483,0.75396067
484,1.060801
485,0.87039006
486,1.286479
487,0.0
488,0.96536064
489,0.8661746
490,0.9937071
491,0.3254551
492,0.009535957
493,0.0
494,1.1465918
495,0.0
496,2.2504177
497,0.77290255
498,0.73290986
499,1.5891292
500,1.0379304
501,1.6301296
502,2.0636425
503,1.5679078
504,2.6453915
505,1.2312763
506,1.3272939
507,1.4160069
508,2.109601
509,0.92118657
510,0.43733054
511,0.17027448
512,0.27891695
513,0.4170248
514,0.5105052
515,0.32993957
516,0.0
517,0.040389217
518,0.0
519,0.0695818
520,0.0
521,0.0
522,1.7272332
523,0.82773525
524,0.14193308
525,1.0336645
526,1.2739488
527,0.48249972
528,1.8689289
529,0.5877337
530,0.2681939
531,1.2791039
532,1.1672348
533,0.5663343
534,0.95909804
535,0.29396284
536,0.93656206
537,0.0
538,0.85438436
539,0.052000076
540,0.0
541,0.6028642
542,0.0
543,0.09707077
544,0.92446756
545,2.070438
546,1.7300735
547,1.4899468
548,1.0188218
549,1.1061482
550,1.4900719
551,0.95021755
552,1.8486459
553,0.7846586
554,0.4068132
555,1.3281918
556,1.3341879
557,0.71879977
558,1.0929613
559,0.8714016
560,0.95694107
561,1.1409228
562,0.49755698
563,0.0002753064
564,0.0
565,0.4427432
566,0.8097355
567,1.2021886
568,1.0623884
569,2.5102134
570,2.8672783
571,1.9407536
572,1.7424849
573,0.93924695
574,1.3334453
575,1.507819
576,2.2611988
577,0.6327097
578,0.040879212
579,1.8442688
580,1.4757938
581,0.81942296
582,0.35615557
583,0.0
584,0.89980996
585,0.0
586,0.76227796
587,0.20817459
588,0.23694536
589,0.61060184
590,0.2049833
591,1.3742223
592,0.5109207
593,1.485052
594,1.9553928
595,2.6183736
596,0.714338
597,3.0293365
598,1.3853645
599,1.4652287
600,1.721885
601,0.34344095
602,0.5227841
603,0.7659706
604,1.2712829
605,0.6745651
606,0.44792226
607,0.9328366
608,1.2310137
609,0.46734905
610,0.7495078
611,0.0
612,0.36737996
613,0.653686
614,0.51288193
615,0.4963623
616,0.61922723
617,1.5940076
618,2.602508
619,2.1102993
620,0.7085743
621,1.9689674
622,1.4446754
623,0.69870746
624,1.7224735
625,1.5889044
626,1.0458663
627,1.1071914
628,1.4178141
629,1.3302376
630,1.2309089
631,0.37286842
632,0.998477
633,0.5597825
634,1.1034937
635,0.5659542
636,0.6748783
637,1.0178444
638,0.45355088
639,0.87279457
640,1.3710397
641,1.6800042
642,1.2135658
643,2.3038359
644,2.2701223
645,2.102246
646,1.8630236
647,1.9340969
648,1.8221129
649,1.1525337
650,0.5249222
651,0.75396067
652,1.060801
653,0.87039006
654,1.286479
655,0.0
656,0.96536064
657,0.8661746
658,0.9937071
659,0.3254551
660,0.009535957
661,0.0
662,1.1465918
663,0.0
664,2.2504177
665,0.77290255
666,0.73290986
667,1.5891292
668,1.0379304
669,1.6301296
670,2.0636399
671,1.5679078
672,1.6688228
673,0.7571911
674,1.4935372
675,0.5752818
676,0.4275761
677,0.7797334
678,1.0308824
679,0.35522103
680,1.1753865
681,1.0596367
682,0.7342851
683,1.0284538
684,0.67764777
685,1.4579633
686,0.3709779
687,0.18034716
688,2.687478
689,1.3490152
690,1.1446382
691,1.1094899
692,0.8517273
693,0.061212737
694,1.5592964
695,1.121688
696,1.8689289
697,0.5877337
698,0.2681939
699,1.2791039
700,1.1672348
701,0.5663343
702,0.9590829
703,0.29397672
704,0.93656206
705,0.0
706,0.85438436
707,0.052000076
708,0.0
709,0.6028642
710,0.0
711,0.09705813
712,0.92446756
713,2.070438
714,1.7300735
715,1.4899468
716,1.0188218
717,1.1061482
718,1.4900719
719,0.95021755
720,1.8486459
721,0.7846586
722,0.4068132
723,1.3281918
724,1.3341879
725,0.71879977
726,1.0929613
727,0.8714016
728,0.95694107
729,1.1409228
730,0.49755698
731,0.0002753064
732,0.0
733,0.4427432
734,0.80971277
735,1.2021974
736,1.0623884
737,2.5102134
738,2.8672783
739,1.9407536
740,1.7424849
741,0.93924695
742,1.3334428
743,1.5078418
744,2.2611988
745,0.6327097
746,0.040879212
747,1.8442688
748,1.4757938
749,0.81942296
750,0.35615557
751,0.0
752,0.89980996
753,0.0
754,0.76227796
755,0.20817459
756,0.23694536
757,0.61060184
758,0.2049833
759,1.3742223
760,0.5109207
761,1.485052
762,1.9553928
763,2.6183736
764,0.714338
765,3.0293365
766,1.3853544
767,1.4652237
768,1.721885
769,0.34344095
770,0.5227841
771,0.7659706
772,1.2712829
773,0.6745651
774,0.44791973
775,0.9328404
776,1.2310137
777,0.46734905
778,0.7495078
779,0.0
780,0.36737996
781,0.653686
782,0.51288193
783,0.4963623
784,0.61922723
785,1.5940076
786,2.602508
787,2.1102993
788,0.7085743
789,1.9689674
790,1.4446754
791,0.69870746
792,1.7224735
793,1.5889044
794,1.0458663
795,1.1071914
796,1.4178141
797,1.3302376
798,1.2309252
799,0.37286592
800,0.998477
801,0.5597825
802,1.1034937
803,0.5659542
804,0.6748783
805,1.0178444
806,0.45355466
807,0.87280464
808,1.3710397
809,1.6800042
810,1.2135658
811,2.3038359
812,2.2701223
813,2.102246
814,1.8630236
815,1.9340969
816,1.8221129
817,1.1525337
818,0.5249222
819,0.75396067
820,1.060801
821,0.87039006
822,1.286479
823,0.0
824,0.96536064
825,0.8661746
826,0.9937071
827,0.3254551
828,0.009535957
829,0.0
830,1.1466069
831,0.0
832,2.2504177
833,0.77290255
834,0.73290986
835,1.5891292
836,1.0379304
837,1.6301296
838,2.0636425
839,1.5679078
840,2.6453915
841,1.2312763
842,1.3272939
843,1.4160069
844,2.109601
845,0.92118657
846,0.43730906
847,0.1702707
848,0.27891695
849,0.4170248
850,0.5105052
851,0.32993957
852,0.0
853,0.040389217
854,0.0
855,0.0695818
856,0.0
857,0.0
858,1.7272332
859,0.82773525
860,0.14193308
861,1.0336645
862,1.2739488
863,0.4824909
864,1.8689289
865,0.5877337
866,0.2681939
867,1.2791039
868,1.1672348
869,0.5663343
870,0.95909804
871,0.29396284
872,0.93656206
873,0.0
874,0.85438436
875,0.052000076
876,0.0
877,0.6028642
878,0.0
879,0.09705813
880,0.92446756
881,2.070438
882,1.7300735
883,1.4899468
884,1.0188218
885,1.1061482
886,1.4900719
887,0.95021755
888,1.8486459
889,0.7846586
890,0.4068132
891,1.3281918
892,1.3341879
893,0.71879977
894,1.0929803
895,0.87139404
896,0.95694107
897,1.1409228
898,0.49755698
899,0.0002753064
900,0.0
901,0.4427432
902,0.8097355
903,1.2021886
904,1.0623884
905,2.5102134
906,2.8672783
907,1.9407536
908,1.7424849
909,0.93924695
910,1.3334428
911,1.5078418
912,2.2611988
913,0.6327097
914,0.040879212
915,1.8442688
916,1.4757938
917,0.81942296
918,0.35615557
919,0.0
920,0.89980996
921,0.0
922,0.76227796
923,0.20817459
924,0.23694536
925,0.61060184
926,0.20497698
927,1.3742096
928,0.5109207
929,1.485052
930,1.9553928
931,2.6183736
932,0.714338
933,3.0293365
934,1.3853645
935,1.4652287
936,1.721885
937,0.34344095
938,0.5227841
939,0.7659706
940,1.2712829
941,0.6745651
942,0.44791973
943,0.9328404
944,1.2310137
945,0.46734905
946,0.7495078
947,0.0
948,0.36737996
949,0.653686
950,0.51288193
951,0.4963623
952,0.61922723
953,1.5940076
954,2.602508
955,2.1102993
956,0.7085743
957,1.9689674
958,1.4446893
959,0.69870114
960,1.7224735
961,1.5889044
962,1.0458663
963,1.1071914
964,1.4178141
965,1.3302376
966,1.2309089
967,0.37286842
968,0.998477
969,0.5597825
970,1.1034937
971,0.5659542
972,0.6748783
973,1.0178444
974,0.45355466
975,0.87280464
976,1.3710397
977,1.6800042
978,1.2135658
979,2.3038359
980,2.2701223
981,2.102246
982,1.8630236
983,1.9340969
984,1.8221129
985,1.1525337
986,0.5249222
987,0.75396067
988,1.060801
989,0.87039006
990,1.2864664
991,0.0
992,0.96536064
993,0.8661746
994,0.9937071
995,0.3254551
996,0.009535957
997,0.0
998,1.1465918
999,0.0
1000,2.2504177
1001,0.77290255
1002,0.73290986
1003,1.5891292
1004,1.0379304
1005,1.6301296
1006,2.0636425
1007,1.5679078
1008,2.6453915
1009,1.2312763
1010,1.3272939
1011,1.4160069
1012,2.109601
1013,0.92118657
1014,0.43730906
1015,0.1702707
1016,0.27891695
1017,0.4170248
1018,0.5105052
1019,0.32993957
1020,0.0
1021,0.040389217
1022,0.0
1023,0.06956412
1024,0.0
1025,0.0
1026,1.7272332
1027,0.82773525
1028,0.14193308
1029,1.0336645
1030,1.2739488
1031,0.48249972
1032,1.8689289
1033,0.5877337
1034,0.2681939
1035,1.2791039
1036,1.1672348
1037,0.5663343
1038,0.95909804
1039,0.29396284
1040,0.93656206
1041,0.0
1042,0.85438436
1043,0.052000076
1044,0.0
1045,0.6028642
1046,0.0
1047,0.09705813
1048,0.92446756
1049,2.070438
1050,1.7300735
1051,1.4899468
1052,1.0188218
1053,1.1061482
1054,1.4900807
1055,0.95022255
1056,1.8486459
1057,0.7846586
1058,0.4068132
1059,1.3281918
1060,1.3341879
1061,0.71879977
1062,1.0929613
1063,0.8714016
1064,0.95694107
1065,1.1409228
1066,0.49755698
1067,0.0002753064
1068,0.0
1069,0.4427432
1070,0.8097355
1071,1.2021886
1072,1.0623884
1073,2.5102134
1074,2.8672783
1075,1.9407536
1076,1.7424849
1077,0.93924695
1078,1.3334428
1079,1.5078418
1080,2.2611988
1081,0.6327097
1082,0.040879212
1083,1.8442688
1084,1.4757938
1085,0.81942296
1086,0.35615683
1087,0.0
1088,0.89980996
1089,0.0
1090,0.76227796
1091,0.20817459
1092,0.23694536
1093,0.61060184
1094,0.2049833
1095,1.3742223
1096,0.5109207
1097,1.485052
1098,1.9553928
1099,2.6183736
1100,0.714338
1101,3.0293365
1102,1.3853645
1103,1.4652287
1104,1.721885
1105,0.34344095
1106,0.5227841
1107,0.7659706
1108,1.2712829
1109,0.6745651
1110,0.44791973
1111,0.9328404
1112,1.2310137
1113,0.46734905
1114,0.7495078
1115,0.0
1116,0.36737996
1117,0.653686
1118,0.5128807
1119,0.49638122
1120,0.61922723
1121,1.5940076
1122,2.602508
1123,2.1102993
1124,0.7085743
1125,1.9689674
1126,1.4446754
1127,0.69870746
1128,1.7224735
1129,1.5889044
1130,1.0458663
1131,1.1071914
1132,1.4178141
1133,1.3302376
1134,1.2309089
1135,0.37286842
1136,0.998477
1137,0.5597825
1138,1.1034937
1139,0.5659542
1140,0.6748783
1141,1.0178444
1142,0.45355466
1143,0.87280464
1144,1.3710397
1145,1.6800042
1146,1.2135658
1147,2.3038359
1148,2.2701223
1149,2.102246
1150,1.8630148
1151,1.9340969
1152,1.8221129
1153,1.1525337
1154,0.5249222
1155,0.75396067
1156,1.060801
1157,0.87039006
1158,1.286479
1159,0.0
1160,0.96536064
1161,0.8661746
1162,0.9937071
1163,0.3254551
1164,0.009535957
1165,0.0
1166,1.1465918
1167,0.0
1168,2.2504177
1169,0.77290255
1170,0.73290986
1171,1.5891292
1172,1.0379304
1173,1.6301296
1174,2.0636425
1175,1.5679078
1176,2.6453915
1177,1.2312763
1178,1.3272939
1179,1.4160069
1180,2.109601
1181,0.92118657
1182,0.43733054
1183,0.17027448
1184,0.27891695
1185,0.4170248
1186,0.5105052
1187,0.32993957
1188,0.0
1189,0.040389217
1190,0.0
1191,0.0695818
1192,0.0
1193,0.0
1194,1.7272332
1195,0.82773525
1196,0.14193308
1197,1.0336645
1198,1.2739488
1199,0.48249972
1200,1.8689289
1201,0.5877337
1202,0.2681939
1203,1.2791039
1204,1.1672348
1205,0.5663343
1206,0.95909804
1207,0.29396284
1208,0.93656206
1209,0.0
1210,0.85438436
1211,0.052000076
1212,0.0
1213,0.6028642
1214,0.0
1215,0.09707077
1216,0.92446756
1217,2.070438
1218,1.7300735
1219,1.4899468
1220,1.0188218
1221,1.1061482
1222,1.4900719
1223,0.95021755
1224,1.8486459
1225,0.7846586
1226,0.4068132
1227,1.3281918
1228,1.3341879
1229,0.71879977
1230,1.0929613
1231,0.8714016
1232,0.95694107
1233,1.1409228
1234,0.49755698
1235,0.0002753064
1236,0.0
1237,0.4427432
1238,0.8097355
1239,1.2021886
1240,1.0623884
1241,2.5102134
1242,2.8672783
1243,1.9407536
1244,1.7424849
1245,0.93924695
1246,1.3334453
1247,1.507819
1248,2.2611988
1249,0.6327097
1250,0.040879212
1251,1.8442688
1252,1.4757938
1253,0.81942296
1254,0.35615557
1255,0.0
1256,0.89980996
1257,0.0
1258,0.76227796
1259,0.20817459
1260,0.23694536
1261,0.61060184
1262,0.2049833
1263,1.3742223
1264,0.5109207
1265,1.485052
1266,1.9553928
1267,2.6183736
1268,0.714338
1269,3.0293365
1270,1.3853645
1271,1.4652287
1272,1.721885
1273,0.34344095
1274,0.5227841
1275,0.7659706
1276,1.2712829
1277,0.6745651
1278,0.44792226
1279,0.9328366
1280,1.2310137
1281,0.46734905
1282,0.7495078
1283,0.0
1284,0.36737996
1285,0.653686
1286,0.51288193
1287,0.4963623
1288,0.61922723
1289,1.5940076
1290,2.602508
1291,2.1102993
1292,0.7085743
1293,1.9689674
1294,1.4446754
1295,0.69870746
1296,1.7224735
1297,1.5889044
1298,1.0458663
1299,1.1071914
1300,1.4178141
1301,1.3302376
1302,1.2309089
1303,0.37286842
1304,0.998477
1305,0.5597825
1306,1.1034937
1307,0.5659542
1308,0.6748783
1309,1.0178444
1310,0.45355088
1311,0.87279457
1312,1.3710397
1313,1.6800042
1314,1.2135658
1315,2.3038359
1316,2.2701223
1317,2.102246
1318,1.8630236
1319,1.9340969
1320,1.8221129
1321,1.1525337
1322,0.5249222
1323,0.75396067
1324,1.060801
1325,0.87039006
1326,1.286479
1327,0.0
1328,0.96536064
1329,0.8661746
1330,0.9937071
1331,0.3254551
1332,0.009535957
1333,0.0
1334,1.1465918
1335,0.0
1336,2.2504177
1337,0.77290255
1338,0.73290986
1339,1.5891292
1340,1.0379304
1341,1.6301296
1342,2.0636399
1343,1.5679078
1344,2.6453915
1345,1.2312763
1346,1.3272939
1347,1.4160069
1348,2.109601
1349,0.92118657
1350,0.43730906
1351,0.1702707
1352,0.27891695
1353,0.4170248
1354,0.5105052
1355,0.32993957
1356,0.0
1357,0.040389217
1358,0.0
1359,0.0695818
1360,0.0
1361,0.0
1362,1.7272332
1363,0.82773525
1364,0.14193308
1365,1.0336645
1366,1.2739488
1367,0.48249972
1368,1.8689289
1369,0.5877337
1370,0.2681939
1371,1.2791039
1372,1.1672348
1373,0.5663343
1374,0.9590829
1375,0.29397672
1376,0.93656206
1377,0.0
1378,0.85438436
1379,0.052000076
1380,0.0
1381,0.6028642
1382,0.0
1383,0.09705813
1384,0.92446756
1385,2.070438
1386,1.7300735
1387,1.4899468
1388,1.0188218
1389,1.1061482
1390,1.4900719
1391,0.95021755
1392,1.8486459
1393,0.7846586
1394,0.4068132
1395,1.3281918
1396,1.3341879
1397,0.71879977
1398,1.0929613
1399,0.8714016
1400,0.95694107
1401,1.1409228
1402,0.49755698
1403,0.0002753064
1404,0.0
1405,0.4427432
1406,0.80971277
1407,1.2021974
1408,1.0623884
1409,2.5102134
1410,2.8672783
1411,1.9407536
1412,1.7424849
1413,0.93924695
1414,1.3334428
1415,1.5078418
1416,2.2611988
1417,0.6327097
1418,0.040879212
1419,1.8442688
1420,1.4757938
1421,0.81942296
1422,0.35615557
1423,0.0
1424,0.89980996
1425,0.0
1426,0.76227796
1427,0.20817459
1428,0.23694536
1429,0.61060184
1430,0.2049833
1431,1.3742223
1432,0.5109207
1433,1.485052
1434,1.9553928
1435,2.6183736
1436,0.714338
1437,3.0293365
1438,1.3853544
1439,1.4652237
1440,1.721885
1441,0.34344095
1442,0.5227841
1443,0.7659706
1444,1.2712829
1445,0.6745651
1446,0.44791973
1447,0.9328404
1448,1.2310137
1449,0.46734905
1450,0.7495078
1451,0.0
1452,0.36737996
1453,0.653686
1454,0.51288193
1455,0.4963623
1456,0.61922723
1457,1.5940076
1458,2.602508
1459,2.1102993
1460,0.7085743
1461,1.9689674
1462,1.4446754
1463,0.69870746
1464,1.7224735
1465,1.5889044
1466,1.0458663
1467,1.1071914
1468,1.4178141
1469,1.3302376
1470,1.2309252
1471,0.37286592
1472,0.998477
1473,0.5597825
1474,1.1034937
1475,0.5659542
1476,0.6748783
1477,1.0178444
1478,0.45355466
1479,0.87280464
1480,1.3710397
1481,1.6800042
1482,1.2135658
1483,2.3038359
1484,2.2701223
1485,2.102246
1486,1.8630236
1487,1.9340969
1488,1.8221129
1489,1.1525337
1490,0.5249222
1491,0.75396067
1492,1.060801
1493,0.87039006
1494,1.286479
1495,0.0
1496,0.96536064
1497,0.8661746
1498,0.9937071
1499,0.3254551
1500,0.009535957
1501,0.0
1502,1.1466069
1503,0.0
1504,2.2504177
1505,0.77290255
1506,0.73290986
1507,1.5891292
1508,1.0379304
1509,1.6301296
1510,2.0636425
1511,1.5679078
1512,1.6688228
1513,0.7571911
1514,1.4935372
1515,0.5752818
1516,0.4275761
1517,0.7797334
1518,1.0308824
1519,0.35522103
1520,1.1753865
1521,1.0596367
1522,0.7342851
1523,1.0284538
1524,0.67764777
1525,1.4579633
1526,0.3709779
1527,0.18034716
1528,2.687478
1529,1.3490152
1530,1.1446382
1531,1.1094899
1532,0.8517273
1533,0.061212737
1534,1.5593102
1535,1.1216779
1536,1.6688228
1537,0.7571911
1538,1.4935372
1539,0.5752818
1540,0.4275761
1541,0.7797334
1542,1.0308824
1543,0.35522103
1544,1.1753865
1545,1.0596367
1546,0.7342851
1547,1.0284538
1548,0.67764777
1549,1.4579633
1550,0.3709779
1551,0.18034716
1552,2.687478
1553,1.3490152
1554,1.1446382
1555,1.1094899
1556,0.8517273
1557,0.061212737
1558,1.5592964
1559,1.121688
1560,1.8486459
1561,0.7846586
1562,0.4068132
1563,1.3281918
1564,1.3341879
1565,0.71879977
1566,1.0929803
1567,0.87139404
1568,0.95694107
1569,1.1409228
1570,0.49755698
1571,0.0002753064
1572,0.0
1573,0.4427432
1574,0.8097355
1575,1.2021886
1576,1.0623884
1577,2.5102134
1578,2.8672783
1579,1.9407536
1580,1.7424849
1581,0.93924695
1582,1.3334428
1583,1.5078418
1584,2.2611988
1585,0.6327097
1586,0.040879212
1587,1.8442688
1588,1.4757938
1589,0.81942296
1590,0.35615557
1591,0.0
1592,0.89980996
1593,0.0
1594,0.76227796
1595,0.20817459
1596,0.23694536
1597,0.61060184
1598,0.20497698
1599,1.3742096
1600,0.5109207
1601,1.485052
1602,1.9553928
1603,2.6183736
1604,0.714338
1605,3.0293365
1606,1.3853645
1607,1.4652287
1608,1.721885
1609,0.34344095
1610,0.5227841
1611,0.7659706
1612,1.2712829
1613,0.6745651
1614,0.44791973
1615,0.9328404
1616,1.2310137
1617,0.46734905
1618,0.7495078
1619,0.0
1620,0.36737996
1621,0.653686
1622,0.51288193
1623,0.4963623
1624,0.61922723
1625,1.5940076
1626,2.602508
1627,2.1102993
1628,0.7085743
1629,1.9689674
1630,1.4446893
1631,0.69870114
1632,1.7224735
1633,1.5889044
1634,1.0458663
1635,1.1071914
1636,1.4178141
1637,1.3302376
1638,1.2309089
1639,0.37286842
1640,0.998477
1641,0.5597825
1642,1.1034937
1643,0.5659542
1644,0.6748783
1645,1.0178444
1646,0.45355466
1647,0.87280464
1648,1.3710397
1649,1.6800042
1650,1.2135658
1651,2.3038359
1652,2.2701223
1653,2.102246
1654,1.8630236
1655,1.9340969
1656,1.8221129
1657,1.1525337
1658,0.5249222
1659,0.75396067
1660,1.060801
1661,0.87039006
1662,1.2864664
1663,0.0
1664,0.96536064
1665,0.8661746
1666,0.9937071
1667,0.3254551
1668,0.009535957
1669,0.0
1670,1.1465918
1671,0.0
1672,2.2504177
1673,0.77290255
1674,0.73290986
1675,1.5891292
1676,1.0379304
1677,1.6301296
1678,2.0636425
1679,1.5679078
1680,2.6453915
1681,1.2312763
1682,1.3272939
1683,1.4160069
1684,2.109601
1685,0.92118657
1686,0.43730906
1687,0.1702707
1688,0.27891695
1689,0.4170248
1690,0.5105052
1691,0.32993957
1692,0.0
1693,0.040389217
1694,0.0
1695,0.06956412
1696,0.0
1697,0.0
1698,1.7272332
1699,0.82773525
1700,0.14193308
1701,1.0336645
1702,1.2739488
1703,0.48249972
